"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,Navigation,"Profile visits","Sticker taps","Link clicks",Follows
17933032835826762,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","The pumpkin carving contest is in full swing!",0,"10/24/2024 15:33",https://instagram.com/stories/atu_business/3486214994649850986,"IG story",,Lifetime,221,203,0,0,0,259,,,,
18080367256545978,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","It’s BINGO time at Camp Tech Out!",4,"10/24/2024 15:32",https://instagram.com/stories/atu_business/3486214075166126152,"IG story",,Lifetime,224,205,0,0,0,229,,,,
17908990377023807,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@atuagriculture_tourism,5,"10/24/2024 15:27",https://instagram.com/stories/atu_business/3486211956036485156,"IG story",,Lifetime,228,207,0,0,0,277,,,,
17940686846913693,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@ashley_.m,0,"10/24/2024 15:02",https://instagram.com/stories/atu_business/3486199100477829429,"IG story",,Lifetime,516,449,1,0,0,298,,21,,
18065000035729470,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/24/2024 15:00",https://instagram.com/stories/atu_business/3486198170298728515,"IG story",,Lifetime,234,211,0,0,0,299,,,,
18065304919661135,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@atuagriculture_tourism,0,"10/24/2024 14:44",https://instagram.com/stories/atu_business/3486190134868020783,"IG story",,Lifetime,249,218,0,0,0,289,1,2,,
18028829174367216,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Congrats @minhtran2905 😎",0,"10/24/2024 12:20",https://instagram.com/stories/atu_business/3486117566655834731,"IG story",,Lifetime,284,238,1,0,0,307,2,17,,
18258150442254818,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Congrats @minhtran2905 !!!
DM us for prize info 🎉",13,"10/24/2024 10:11",,"IG story",,Lifetime,265,226,1,0,0,299,3,35,,1
18040473650151918,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"10/23/2024 14:12",,"IG story",,Lifetime,200,169,1,0,0,192,1,,,
18426378364077178,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atuagriculture_tourism 
@atucampuslife",3,"10/23/2024 09:38",,"IG story",,Lifetime,626,518,1,0,0,165,6,,,
17985904961599095,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"10/23/2024 09:31",,"IG story",,Lifetime,185,175,1,0,0,199,,,,
18051305044750659,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We are at UACCM today to talk to students about our 2+2 transfer program!",0,"10/23/2024 08:52",https://instagram.com/stories/atu_business/3485288098009866912,"IG story",,Lifetime,228,204,1,1,0,204,1,,,
18005647256655736,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atuagriculture_tourism  See you at noon!",0,"10/23/2024 08:37",,"IG story",,Lifetime,200,191,1,1,0,208,,,,
18014227313364548,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Stopping by the breakout session room to hear from @arkansasgameandfish!  @atuagriculture_tourism",0,"10/22/2024 08:21",,"IG story",,Lifetime,356,327,1,0,0,290,1,9,,
17867549625230378,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We are at the Green Careers Expo today! @atuagriculture_tourism",0,"10/22/2024 06:52",https://instagram.com/stories/atu_business/3484503102005239477,"IG story",,Lifetime,296,279,0,0,0,274,2,3,,
17861116512205988,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/21/2024 11:49",,"IG story",,Lifetime,173,170,0,0,0,193,,,,
17967352343675339,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,11,"10/21/2024 11:45",,"IG story",,Lifetime,183,181,1,1,0,169,1,,,
17941063208868755,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,13,"10/17/2024 12:16",,"IG story",,Lifetime,141,138,2,3,0,168,1,,,
